"Id","ProductID","Qty","PurchaseCost","SalesCost","MRP","BatchNo","MfgDate","ExpiryDate","Barcode"
"470","50","20.00","332.37","614.41","725.00","7                                                 ","2023-10-21 00:00:00","2025-10-21 00:00:00","10050"
"471","51","3.00","802.27","1483.05","1750.00","7                                                 ","2023-10-21 00:00:00","2025-10-01 00:00:00","10051"
"472","49","42.00","343.83","635.59","750.00","7                                                 ","2023-10-21 00:00:00","2025-10-01 00:00:00","10049"
"473","66","20.00","848.11","1567.80","1850.00","7                                                 ","2023-10-01 00:00:00","2025-10-15 00:00:00","10066"
"474","104","0.00","260.28","381.36","450.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10104"
"475","214","25.00","112.79","165.25","195.00","9                                                 ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"476","195","0.00","1226.19","1796.61","2120.00","9                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"477","113","0.00","1226.19","1796.61","2120.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"478","115","0.00","112.79","165.25","195.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"479","117","0.00","260.28","381.36","450.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"480","131","24.00","26.03","38.14","45.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10131"
"481","141","0.00","57.84","84.75","100.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10141"
"482","142","0.00","57.84","84.75","100.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10142"
"483","143","0.00","57.84","84.75","100.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10143"
"484","144","0.00","57.84","84.75","100.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10144"
"485","225","6.00","219.79","322.03","380.00","9                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10225"
"486","232","24.00","115.10","168.64","199.00","9                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10232"
"487","116","1.00","1243.54","1822.03","2150.00","9                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"488","3","7.00","1192.49","1851.69","2185.00","7Cn                                               ","2023-09-15 00:00:00","2025-09-15 00:00:00","100003"
"489","113","0.00","1226.19","1796.61","2120.00","10                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"490","116","0.00","1243.54","1822.03","2150.00","10                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"491","196","3.00","254.49","372.88","440.00","10                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"492","117","0.00","260.28","381.36","450.00","10                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"493","115","9.00","112.79","165.25","195.00","10                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"494","4","60.00","143.48","295.76","349.00","6                                                 ","2023-08-08 00:00:00","2025-04-08 00:00:00","100004"
"495","6","42.00","143.48","295.76","349.00","6                                                 ","2023-07-06 00:00:00","2025-02-06 00:00:00","100006"
"496","7","1.00","81.81","168.64","199.00","6                                                 ","2023-08-24 00:00:00","2025-04-24 00:00:00","100007"
"497","9","48.00","81.81","168.64","199.00","6                                                 ","2023-09-04 00:00:00","2025-05-04 00:00:00","100009"
"498","93","36.00","90.44","186.44","220.00","2024 2                                            ","2024-02-09 00:00:00","2024-02-09 00:00:00","10093"
"499","91","36.00","90.44","186.44","220.00","2024 2                                            ","2024-02-09 00:00:00","2026-10-13 00:00:00","10091"
"500","92","36.00","90.44","186.44","220.00","2024 2                                            ","2024-02-09 00:00:00","2026-09-16 00:00:00","10092"
"501","236","36.00","135.25","278.81","329.00","1                                                 ","2024-07-19 00:00:00","2024-07-19 00:00:00","10236"
"502","4","18.00","143.48","295.76","349.00","7                                                 ","2023-08-08 00:00:00","2025-04-08 00:00:00","100004"
"503","5","0.00","143.48","295.76","349.00","7                                                 ","2023-08-06 00:00:00","2025-03-06 00:00:00","100005"
"504","6","42.00","143.48","295.76","349.00","7                                                 ","2023-07-06 00:00:00","2025-02-06 00:00:00","100006"
"505","7","66.00","81.81","168.64","199.00","7                                                 ","2023-08-24 00:00:00","2025-04-24 00:00:00","100007"
"506","8","0.00","81.81","168.64","199.00","7                                                 ","2023-05-01 00:00:00","2025-01-01 00:00:00","100008"
"507","9","0.00","81.81","168.64","199.00","7                                                 ","2023-09-04 00:00:00","2025-05-04 00:00:00","100009"
"508","238","460.00","11.21","16.95","20.00","1                                                 ","2024-07-19 00:00:00","2024-07-19 00:00:00","10238"
"509","237","520.00","11.21","16.95","20.00","1                                                 ","2024-07-19 00:00:00","2024-07-19 00:00:00","10237"
"510","114","0.00","549.47","805.08","950.00","11                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"511","137","0.00","26.03","38.14","45.00","11                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"512","113","0.00","1226.19","1796.61","2120.00","11                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"513","116","0.00","1243.54","1822.03","2150.00","11                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"514","112","86.00","112.79","165.25","195.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"515","196","0.00","254.49","372.88","440.00","15                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"516","115","0.00","112.79","165.25","195.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"517","117","22.00","260.28","381.36","450.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"518","118","26.00","118.57","173.73","205.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"519","98","5.00","1260.89","1847.46","2180.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10098"
"520","195","3.00","1226.19","1796.61","2120.00","15                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"521","116","1.00","1243.54","1822.03","2150.00","15                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"522","212","60.00","0.00","33.90","40.00","FREE                                              ","2024-08-02 00:00:00","2024-08-02 00:00:00","10212"
"523","213","60.00","0.00","33.90","40.00","FREE                                              ","2024-08-02 00:00:00","2024-08-02 00:00:00","10213"
"524","113","0.00","1226.19","1796.61","2120.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"525","116","1.00","1243.54","1822.03","2150.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"526","211","0.00","2891.95","4237.29","5000.00","16                                                ","2024-04-17 00:00:00","2024-04-17 00:00:00","10211"
"527","230","0.00","2891.95","4237.29","5000.00","16                                                ","2024-07-02 00:00:00","2024-07-02 00:00:00","10230"
"528","94","0.00","1272.46","1864.41","2200.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10094"
"529","95","0.00","1260.89","1847.46","2180.00","16                                                ","2024-03-10 00:00:00","2026-01-15 00:00:00","10095"
"530","96","0.00","1272.46","1864.41","2200.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10096"
"531","97","0.00","1260.89","1847.46","2180.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10097"
"532","98","0.00","1260.89","1847.46","2180.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10098"
"533","101","0.00","584.17","855.93","1010.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10101"
"534","215","0.00","260.28","381.36","450.00","16                                                ","2024-06-03 00:00:00","2024-06-03 00:00:00","10215"
"535","102","0.00","260.28","381.36","450.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10102"
"536","105","0.00","254.49","372.88","440.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10105"
"537","107","0.00","115.68","169.49","200.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10107"
"538","216","0.00","112.79","165.25","195.00","16                                                ","2024-06-03 00:00:00","2024-06-03 00:00:00","10216"
"539","207","0.00","112.79","165.25","195.00","16                                                ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"540","214","0.00","112.79","165.25","195.00","16                                                ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"541","110","0.00","245.82","360.17","425.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"542","114","0.00","549.47","805.08","950.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"543","196","0.00","254.49","372.88","440.00","16                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"544","195","0.00","1226.19","1796.61","2120.00","16                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"545","119","0.00","92.54","135.59","160.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10119"
"546","120","0.00","92.54","135.59","160.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10120"
"547","123","0.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"548","124","192.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10124"
"549","128","84.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"550","129","96.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10129"
"551","130","280.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10130"
"552","198","0.00","26.03","38.14","45.00","16                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10198"
"553","137","0.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"554","135","0.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"555","199","36.00","26.03","38.14","45.00","16                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"556","142","0.00","57.84","84.75","100.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10142"
"557","143","0.00","57.84","84.75","100.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10143"
"558","144","12.00","57.84","84.75","100.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10144"
"559","145","7.00","245.82","360.17","425.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10145"
"560","176","11.00","245.82","360.17","425.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10176"
"561","147","0.00","245.82","360.17","425.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10147"
"562","148","8.00","245.82","360.17","425.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10148"
"563","149","0.00","1706.25","2500.00","2950.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10149"
"564","226","0.00","78.08","114.41","135.00","16                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10226"
"565","159","0.00","1879.77","2754.24","3250.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10159"
"566","227","0.00","636.23","932.20","1100.00","16                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10227"
"567","160","0.00","225.57","330.51","390.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10160"
"568","161","0.00","3499.26","5127.12","6050.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10161"
"569","231","0.00","1995.44","2923.73","3450.00","16                                                ","2024-07-02 00:00:00","2024-07-02 00:00:00","10231"
"570","228","0.00","665.15","974.58","1150.00","16                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10228"
"571","136","0.00","26.03","38.14","45.00","16                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"572","239","80.00","52.05","88.98","105.00","1                                                 ","2024-09-06 00:00:00","2026-10-09 00:00:00","10239"
"573","244","48.00","52.05","88.98","105.00","1                                                 ","2024-09-06 00:00:00","2024-09-06 00:00:00","10244"
"574","240","6.00","143.77","245.76","290.00","1                                                 ","2024-09-06 00:00:00","2026-12-11 00:00:00","10240"
"575","243","18.00","141.29","241.53","285.00","1                                                 ","2024-09-06 00:00:00","2024-09-06 00:00:00","10243"
"576","241","5.00","342.08","584.75","690.00","1                                                 ","2024-09-06 00:00:00","2024-09-06 00:00:00","10241"
"577","242","5.00","339.60","580.51","685.00","1                                                 ","2024-09-06 00:00:00","2024-09-06 00:00:00","10242"
"578","95","3.00","1260.89","1847.46","2180.00","17                                                ","2024-03-10 00:00:00","2026-01-15 00:00:00","10095"
"579","96","3.00","1272.46","1864.41","2200.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10096"
"580","97","2.00","1260.89","1847.46","2180.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10097"
"581","101","17.00","584.17","855.93","1010.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10101"
"582","215","18.00","260.28","381.36","450.00","17                                                ","2024-06-03 00:00:00","2024-06-03 00:00:00","10215"
"583","103","0.00","260.28","381.36","450.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"584","105","13.00","254.49","372.88","440.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10105"
"585","107","90.00","115.68","169.49","200.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10107"
"586","216","36.00","112.79","165.25","195.00","17                                                ","2024-06-03 00:00:00","2024-06-03 00:00:00","10216"
"587","207","36.00","112.79","165.25","195.00","17                                                ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"588","111","0.00","555.25","813.56","960.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"589","110","6.00","245.82","360.17","425.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"590","114","6.00","549.47","805.08","950.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"591","196","18.00","254.49","372.88","440.00","17                                                ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"592","115","18.00","112.79","165.25","195.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"593","128","0.00","26.03","38.14","45.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"594","136","12.00","26.03","38.14","45.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"595","149","5.00","1706.25","2500.00","2950.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10149"
"596","223","2.00","2226.80","3262.71","3850.00","17                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10223"
"597","245","3.00","1214.62","1779.66","2100.00","17                                                ","2024-09-06 00:00:00","2024-09-06 00:00:00","10245"
"598","246","2.00","2226.80","3262.71","3850.00","17                                                ","2024-09-06 00:00:00","2024-09-06 00:00:00","10246"
"599","157","5.00","1041.10","1525.42","1800.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10157"
"600","225","12.00","219.79","322.03","380.00","17                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10225"
"601","161","4.00","3615.00","5296.61","6250.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10161"
"602","158","5.00","3354.66","4915.25","5800.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10158"
"603","169","48.00","57.84","84.75","100.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10169"
"604","170","48.00","57.84","84.75","100.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10170"
"605","172","48.00","57.84","84.75","100.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10172"
"606","171","48.00","57.84","84.75","100.00","17                                                ","2024-03-10 00:00:00","2024-03-10 00:00:00","10171"
"607","224","36.00","416.44","610.17","720.00","17                                                ","2024-06-04 00:00:00","2024-06-04 00:00:00","10224"
"608","104","36.00","260.28","381.36","450.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10104"
"609","113","33.00","1226.19","1796.61","2120.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"610","117","177.00","260.28","381.36","450.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"611","118","72.00","118.57","173.73","205.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"612","116","1.00","1243.54","1822.03","2150.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"613","141","60.00","57.84","84.75","100.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10141"
"614","143","72.00","57.84","84.75","100.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10143"
"615","144","36.00","57.84","84.75","100.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10144"
"616","145","21.00","245.82","360.17","425.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10145"
"617","176","43.00","245.82","360.17","425.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10176"
"618","147","24.00","245.82","360.17","425.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10147"
"619","148","22.00","245.82","360.17","425.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10148"
"620","142","48.00","57.84","84.75","100.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10142"
"621","110","34.00","245.82","360.17","425.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"622","112","100.00","112.79","165.25","195.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"623","196","21.00","254.49","372.88","440.00","100                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"624","115","158.00","112.79","165.25","195.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"625","123","48.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"626","128","132.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"627","128","0.00","0.00","38.14","45.00","100F                                              ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"628","135","0.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"629","137","48.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"630","199","0.00","26.03","38.14","45.00","100                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"631","199","0.00","0.00","38.14","45.00","100F                                              ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"632","136","36.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"633","125","48.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10125"
"634","130","0.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10130"
"635","130","0.00","0.00","38.14","45.00","100F                                              ","2024-03-10 00:00:00","2024-03-10 00:00:00","10130"
"636","129","48.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10129"
"637","66","4.00","848.11","1567.80","1850.00","100                                               ","2023-10-01 00:00:00","2025-10-15 00:00:00","10066"
"638","50","10.00","332.37","614.41","725.00","100                                               ","2023-10-21 00:00:00","2025-10-21 00:00:00","10050"
"639","16","23.00","208.17","377.12","445.00","100                                               ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"640","200","1.00","2979.87","5508.47","6500.00","100                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10200"
"641","2","19.00","1029.15","1864.41","2200.00","100                                               ","2023-09-16 00:00:00","2025-09-16 00:00:00","100002"
"642","17","54.00","201.15","364.41","430.00","100                                               ","2023-08-07 00:00:00","2025-08-07 00:00:00","100017"
"643","3","26.00","1022.14","1851.69","2185.00","100                                               ","2023-09-15 00:00:00","2025-09-15 00:00:00","100003"
"644","18","55.00","191.80","347.46","410.00","100                                               ","2023-08-08 00:00:00","2025-08-08 00:00:00","100018"
"645","1","14.00","1005.76","1822.03","2150.00","100                                               ","2023-08-18 00:00:00","2025-08-18 00:00:00","100001"
"646","211","0.00","2891.95","4237.29","5000.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10211"
"647","230","0.00","2891.95","4237.29","5000.00","100                                               ","2024-07-02 00:00:00","2024-07-02 00:00:00","10230"
"648","111","0.00","555.25","813.56","960.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"649","114","0.00","549.47","805.08","950.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"650","247","60.00","22.42","33.90","40.00","5                                                 ","2024-10-17 00:00:00","2024-10-17 00:00:00","10247"
"651","247","12.00","0.00","33.90","40.00","free                                              ","2024-10-17 00:00:00","2024-10-17 00:00:00","10247"
"652","248","60.00","22.42","33.90","40.00","5                                                 ","2024-10-17 00:00:00","2024-10-17 00:00:00","10248"
"653","248","12.00","0.00","33.90","40.00","free                                              ","2024-10-17 00:00:00","2024-10-17 00:00:00","10248"
"654","215","15.00","260.28","381.36","450.00","100                                               ","2024-06-03 00:00:00","2024-06-03 00:00:00","10215"
"655","102","12.00","260.28","381.36","450.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10102"
"656","103","6.00","260.28","381.36","450.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"657","105","0.00","254.49","372.88","440.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10105"
"658","206","1.00","254.49","372.88","440.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10206"
"659","195","13.00","1226.19","1796.61","2120.00","100                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"660","217","0.00","14.46","21.19","25.00","100                                               ","2024-06-03 00:00:00","2024-06-03 00:00:00","10217"
"661","209","0.00","26.03","38.14","45.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10209"
"662","126","24.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10126"
"663","132","0.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10132"
"664","222","0.00","57.84","84.75","100.00","100                                               ","2024-06-04 00:00:00","2024-06-04 00:00:00","10222"
"665","210","1.00","2255.72","3305.08","3900.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10210"
"666","163","48.00","23.14","33.90","40.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10163"
"667","164","48.00","23.14","33.90","40.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10164"
"668","167","0.00","23.14","33.90","40.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10167"
"669","168","48.00","23.14","33.90","40.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10168"
"670","249","3.00","2949.84","4322.03","5100.00","100                                               ","2024-10-20 00:00:00","2024-10-20 00:00:00","10249"
"671","120","96.00","92.54","135.59","160.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10120"
"672","250","6.00","2471.19","3389.83","4000.00","100B                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10250"
"673","251","7.00","2347.63","3220.34","3800.00","100B                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10251"
"674","280","2.00","6795.76","9322.03","11000.00","100B                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10280"
"675","281","1.00","7104.66","9745.76","11500.00","100B                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10281"
"676","253","0.00","648.69","889.83","1050.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10253"
"677","282","0.00","1946.06","2669.49","3150.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10282"
"678","256","4.00","2532.97","3474.58","4100.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10256"
"679","257","6.00","698.11","957.63","1130.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10257"
"680","283","2.00","1482.72","2033.90","2400.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10283"
"681","275","1.00","1698.94","2330.51","2750.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10275"
"682","258","7.00","7382.67","10127.12","11950.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10258"
"683","261","0.00","617.80","847.46","1000.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10261"
"684","284","3.00","1946.06","2669.49","3150.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10284"
"685","264","7.00","2069.62","2838.98","3350.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10264"
"686","285","4.00","1946.06","2669.49","3150.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10285"
"687","265","18.00","586.90","805.08","950.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10265"
"688","266","0.00","4726.14","6483.05","7650.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10266"
"689","260","18.00","648.67","889.83","1050.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10260"
"690","268","30.00","586.90","805.08","950.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10268"
"691","286","0.00","1976.95","2711.86","3200.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10286"
"692","279","2.00","2965.43","4067.80","4800.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10279"
"693","273","10.00","370.66","508.47","600.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10273"
"694","274","5.00","358.33","491.53","580.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10274"
"695","287","2.00","1179.99","1618.64","1910.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10287"
"696","277","10.00","772.24","1059.32","1250.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10277"
"697","278","6.00","556.02","762.71","900.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10278"
"698","259","14.00","2007.84","2754.24","3250.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10259"
"699","288","8.00","2730.66","3745.76","4420.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10288"
"700","289","3.00","4170.13","5720.34","6750.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10289"
"701","290","20.00","139.01","190.68","225.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10290"
"702","291","60.00","122.94","168.64","199.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10291"
"703","292","0.00","122.94","168.64","199.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10292"
"704","293","0.00","122.94","168.64","199.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10293"
"705","295","20.00","122.95","168.64","199.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10295"
"706","294","10.00","122.95","168.64","199.00","100B                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10294"
"707","250","5.00","2471.19","3389.83","4000.00","100A                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10250"
"708","251","1.00","2347.63","3220.34","3800.00","100A                                              ","2024-11-07 00:00:00","2024-11-07 00:00:00","10251"
