"Inv_ID","InvoiceNo","InvoiceDate","TaxType","Customer_ID","SalesmanID","SubTotal","CGST","SGST","IGST","FreightCharges","OtherCharges","Total","RoundOff","GrandTotal","TotalPaid","Balance","Remarks","Time","RewardsClaimed"
"38","INV-2024-38                   ","2024-04-27 00:00:00","Exclusive           ","21","0","21991.88","1979.25","1979.25","0.00","0.00","0.00","25950.38","-0.38","25950.00","25950.00","0.00","","Saturday, 27 April 2024 11:17:55 AM","0.00"
"40","INV-2024-40                   ","2024-04-28 00:00:00","Exclusive           ","5","0","69788.33","6280.94","6280.94","0.00","0.00","0.00","82350.21","-0.21","82350.00","82350.00","0.00","","Sunday, 28 April 2024 01:37:43 PM","0.00"
"41","INV-2024-41                   ","2024-04-28 00:00:00","Exclusive           ","2","0","4411.07","397.00","397.00","0.00","0.00","0.00","5205.07","-0.07","5205.00","5205.00","0.00","","Sunday, 28 April 2024 05:48:52 PM","0.00"
"42","INV-2024-42                   ","2024-04-29 00:00:00","Exclusive           ","4","0","30615.52","2755.40","2755.40","0.00","0.00","0.00","36126.32","-0.32","36126.00","36126.00","0.00","","Monday, 29 April 2024 04:30:44 PM","0.00"
"43","INV-2024-43                   ","2024-04-30 00:00:00","Exclusive           ","10","0","45389.92","4085.10","4085.10","0.00","0.00","0.00","53560.12","-0.12","53560.00","53560.00","0.00","","Thursday, 02 May 2024 12:13:29 AM","0.00"
"44","INV-2024-44                   ","2024-04-30 00:00:00","Exclusive           ","6","0","1005.92","90.54","90.54","0.00","0.00","0.00","1187.00","0.00","1187.00","1187.00","0.00","","Thursday, 02 May 2024 10:33:43 AM","0.00"
"45","INV-2024-45                   ","2024-04-30 00:00:00","Exclusive           ","10","0","8122.88","731.05","731.05","0.00","0.00","287.55","9584.98","0.02","9297.45","9297.45","0.00","","Thursday, 02 May 2024 10:47:05 AM","0.00"
"46","INV-2024-46                   ","2024-05-02 00:00:00","Exclusive           ","19","0","14579.83","1312.13","1312.13","0.00","0.00","0.00","17204.09","-0.09","17204.00","0.00","17204.00","","Thursday, 02 May 2024 01:17:28 PM","0.00"
"47","INV-2024-47                   ","2024-05-03 00:00:00","Exclusive           ","9","0","27315.39","2458.39","2458.39","0.00","0.00","0.00","32232.17","-0.17","32232.00","0.00","32232.00","","Friday, 03 May 2024 05:46:38 PM","0.00"
"48","INV-2024-48                   ","2024-05-04 00:00:00","Exclusive           ","9","0","28594.33","2573.48","2573.48","0.00","0.00","0.00","33741.29","-0.29","33741.00","33741.00","0.00","","Monday, 06 May 2024 11:23:49 AM","0.00"
"49","INV-2024-49                   ","2024-05-04 00:00:00","Exclusive           ","21","0","3527.82","317.50","317.50","0.00","0.00","0.00","4162.82","0.18","4163.00","4163.00","0.00","","Monday, 06 May 2024 11:28:01 AM","0.00"
"50","INV-2024-50                   ","2024-05-06 00:00:00","Exclusive           ","9","0","3221.76","289.96","289.96","0.00","0.00","0.00","3801.68","0.32","3802.00","0.00","3802.00","","Monday, 06 May 2024 11:30:52 AM","0.00"
"51","INV-2024-51                   ","2024-05-06 00:00:00","Exclusive           ","6","0","3444.94","310.06","310.06","0.00","0.00","0.00","4065.06","-0.06","4065.00","4065.00","0.00","","Monday, 06 May 2024 11:43:52 AM","0.00"
"52","INV-2024-52                   ","2024-05-07 00:00:00","Exclusive           ","32","0","18184.43","1636.59","1636.59","0.00","0.00","0.00","21457.61","0.39","21458.00","21458.00","0.00","","Tuesday, 07 May 2024 01:37:45 PM","0.00"
"53","INV-2024-53                   ","2024-05-07 00:00:00","Exclusive           ","27","0","6783.01","610.48","610.48","0.00","0.00","0.00","8003.97","0.03","8004.00","8004.00","0.00","","Tuesday, 07 May 2024 02:15:40 PM","0.00"
"54","INV-2024-54                   ","2024-05-08 00:00:00","Exclusive           ","5","0","3764.72","338.83","338.83","0.00","0.00","0.00","4442.38","-0.38","4442.00","4442.00","0.00","","Wednesday, 08 May 2024 04:52:35 PM","0.00"
"55","INV-2024-55                   ","2024-05-09 00:00:00","Exclusive           ","6","0","3015.90","271.43","271.43","0.00","0.00","0.00","3558.76","0.24","3559.00","3559.00","0.00","","Thursday, 09 May 2024 12:50:25 PM","0.00"
"56","INV-2024-56                   ","2024-05-09 00:00:00","Exclusive           ","24","0","2985.42","268.69","268.69","0.00","0.00","0.00","3522.80","0.20","3523.00","3523.00","0.00","","Thursday, 09 May 2024 12:53:24 PM","0.00"
"57","INV-2024-57                   ","2024-05-09 00:00:00","Exclusive           ","2","0","2869.67","258.26","258.26","0.00","0.00","0.00","3386.19","-0.19","3386.00","3386.00","0.00","","Thursday, 09 May 2024 12:55:52 PM","0.00"
"58","INV-2024-58                   ","2024-05-09 00:00:00","Exclusive           ","33","0","8416.30","757.47","757.47","0.00","0.00","0.00","9931.24","-0.24","9931.00","0.00","9931.00","","Thursday, 09 May 2024 04:14:12 PM","0.00"
"59","INV-2024-59                   ","2024-05-09 00:00:00","Exclusive           ","11","0","5703.07","513.29","513.29","0.00","0.00","0.00","6729.65","0.35","6730.00","0.00","6730.00","","Thursday, 09 May 2024 04:20:38 PM","0.00"
"60","INV-2024-60                   ","2024-05-09 00:00:00","Exclusive           ","11","0","397.24","35.75","35.75","0.00","0.00","0.00","468.74","0.26","469.00","469.00","0.00","","Thursday, 09 May 2024 04:21:37 PM","0.00"
"61","INV-2024-61                   ","2024-05-11 00:00:00","Exclusive           ","10","0","59178.50","5326.05","5326.05","0.00","0.00","0.00","69830.60","0.40","69831.00","0.00","69831.00","","Saturday, 11 May 2024 02:04:58 PM","0.00"
"62","INV-2024-62                   ","2024-05-11 00:00:00","Exclusive           ","10","0","21483.38","1933.51","1933.51","0.00","0.00","760.50","25350.40","-0.40","24589.50","24589.50","0.00","","Saturday, 11 May 2024 02:16:30 PM","0.00"
"63","INV-2024-63                   ","2024-05-13 00:00:00","Exclusive           ","2","0","1271.23","114.41","114.41","0.00","0.00","0.00","1500.05","-0.05","1500.00","1500.00","0.00","","Monday, 13 May 2024 06:41:43 PM","0.00"
"64","INV-2024-64                   ","2024-05-13 00:00:00","Exclusive           ","2","0","684.58","17.11","17.11","0.00","0.00","0.00","718.80","0.20","719.00","719.00","0.00","","Monday, 13 May 2024 06:45:58 PM","0.00"
"65","INV-2024-65                   ","2024-05-13 00:00:00","Exclusive           ","10","0","8761.74","788.56","788.56","0.00","0.00","310.17","10338.86","0.14","10028.83","0.00","10028.83","","Wednesday, 15 May 2024 11:23:07 AM","0.00"
"66","INV-2024-66                   ","2024-05-16 00:00:00","Exclusive           ","32","0","30166.49","2714.98","2714.98","0.00","0.00","0.00","35596.45","-0.45","35596.00","35596.00","0.00","","Friday, 17 May 2024 01:38:15 PM","0.00"
"67","INV-2024-67                   ","2024-05-20 00:00:00","Exclusive           ","2","0","4500.00","405.00","405.00","0.00","0.00","0.00","5310.00","0.00","5310.00","5310.00","0.00","","Monday, 20 May 2024 04:13:14 PM","0.00"
"68","INV-2024-68                   ","2024-05-21 00:00:00","Exclusive           ","31","0","22395.66","2015.58","2015.58","0.00","0.00","0.00","26426.82","0.18","26427.00","26427.00","0.00","","Tuesday, 21 May 2024 01:52:54 PM","0.00"
"69","INV-2024-69                   ","2024-05-21 00:00:00","Exclusive           ","5","0","14003.69","1260.34","1260.34","0.00","0.00","0.00","16524.37","-0.37","16524.00","0.00","16524.00","","Tuesday, 21 May 2024 08:05:33 PM","0.00"
"70","INV-2024-70                   ","2024-05-21 00:00:00","Exclusive           ","28","0","39141.69","3522.74","3522.74","0.00","0.00","0.00","46187.17","-0.17","46187.00","0.00","46187.00","","Tuesday, 21 May 2024 08:33:56 PM","0.00"
"71","INV-2024-71                   ","2024-05-21 00:00:00","Exclusive           ","27","0","4399.95","396.00","396.00","0.00","0.00","0.00","5191.95","0.05","5192.00","0.00","5192.00","","Tuesday, 21 May 2024 08:50:30 PM","0.00"
"72","INV-2024-72                   ","2024-05-21 00:00:00","Exclusive           ","21","0","7798.90","701.89","701.89","0.00","0.00","0.00","9202.68","0.32","9203.00","9203.00","0.00","","Wednesday, 22 May 2024 09:26:46 AM","0.00"
"73","INV-2024-73                   ","2024-05-22 00:00:00","Exclusive           ","29","0","25962.87","2336.66","2336.66","0.00","0.00","0.00","30636.19","-0.19","30636.00","0.00","30636.00","","Wednesday, 22 May 2024 09:46:25 AM","0.00"
"74","INV-2024-74                   ","2024-05-22 00:00:00","Exclusive           ","2","0","1449.24","130.41","130.41","0.00","0.00","0.00","1710.06","-0.06","1710.00","1710.00","0.00","","Wednesday, 22 May 2024 09:57:22 AM","0.00"
"75","INV-2024-75                   ","2024-05-22 00:00:00","Exclusive           ","1","0","1319.00","118.71","118.71","0.00","0.00","0.00","1556.42","-0.42","1556.00","0.00","1556.00","","Wednesday, 22 May 2024 11:40:00 AM","0.00"
"76","INV-2024-76                   ","2024-05-22 00:00:00","Exclusive           ","6","0","1668.44","150.16","150.16","0.00","0.00","0.00","1968.76","0.24","1969.00","1969.00","0.00","","Wednesday, 22 May 2024 11:43:13 AM","0.00"
"77","INV-2024-77                   ","2024-05-22 00:00:00","Exclusive           ","2","0","686.52","61.78","61.78","0.00","0.00","0.00","810.08","-0.08","810.00","810.00","0.00","","Wednesday, 22 May 2024 01:19:22 PM","0.00"
"78","INV-2024-78                   ","2024-05-23 00:00:00","Exclusive           ","26","0","7520.59","676.86","676.86","0.00","0.00","0.00","8874.31","-0.31","8874.00","8874.00","0.00","","Thursday, 23 May 2024 03:46:01 PM","0.00"
"79","INV-2024-79                   ","2024-05-23 00:00:00","Exclusive           ","31","0","6712.47","604.11","604.11","0.00","0.00","0.00","7920.69","0.31","7921.00","7921.00","0.00","","Thursday, 23 May 2024 04:03:32 PM","0.00"
"80","INV-2024-80                   ","2024-05-24 00:00:00","Exclusive           ","32","0","26575.24","2391.77","2391.77","0.00","0.00","0.00","31358.78","0.22","31359.00","31359.00","0.00","","Friday, 24 May 2024 05:32:43 PM","0.00"
"81","INV-2024-81                   ","2024-05-24 00:00:00","Exclusive           ","26","0","3648.46","328.36","328.36","0.00","0.00","0.00","4305.18","-0.18","4305.00","4305.00","0.00","","Friday, 24 May 2024 05:37:17 PM","0.00"
"82","INV-2024-82                   ","2024-05-25 00:00:00","Exclusive           ","21","0","7433.20","668.99","668.99","0.00","0.00","0.00","8771.18","-0.18","8771.00","8771.00","0.00","","Saturday, 25 May 2024 01:33:08 AM","0.00"
"83","INV-2024-83                   ","2024-05-25 00:00:00","Exclusive           ","5","0","4603.86","414.34","414.34","0.00","0.00","0.00","5432.54","0.46","5433.00","0.00","5433.00","","Saturday, 25 May 2024 01:40:52 AM","0.00"
"84","INV-2024-84                   ","2024-05-25 00:00:00","Exclusive           ","2","0","1774.56","159.71","159.71","0.00","0.00","0.00","2093.98","0.02","2094.00","0.00","2094.00","","Saturday, 25 May 2024 12:00:09 PM","0.00"
"85","INV-2024-85                   ","2024-05-25 00:00:00","Exclusive           ","34","0","28777.28","0.00","0.00","5179.92","0.00","0.00","33957.20","-0.20","33957.00","33957.00","0.00","","Saturday, 25 May 2024 12:33:22 PM","0.00"
"86","INV-2024-86                   ","2024-05-25 00:00:00","Exclusive           ","29","0","28289.42","2546.05","2546.05","0.00","0.00","0.00","33381.52","0.48","33382.00","0.00","33382.00","","Saturday, 25 May 2024 05:05:19 PM","0.00"
"87","INV-2024-87                   ","2024-05-26 00:00:00","Exclusive           ","25","0","3335.54","300.19","300.19","0.00","0.00","0.00","3935.92","0.08","3936.00","3936.00","0.00","","Sunday, 26 May 2024 05:03:05 PM","0.00"
"88","INV-2024-88                   ","2024-05-29 00:00:00","Exclusive           ","28","0","20815.75","1873.44","1873.44","0.00","0.00","0.00","24562.63","0.37","24563.00","0.00","24563.00","","Wednesday, 29 May 2024 01:32:42 PM","0.00"
"89","INV-2024-89                   ","2024-05-29 00:00:00","Exclusive           ","6","0","2402.59","216.24","216.24","0.00","0.00","0.00","2835.07","-0.07","2835.00","2835.00","0.00","","Wednesday, 29 May 2024 04:29:01 PM","0.00"
"90","INV-2024-90                   ","2024-05-29 00:00:00","Exclusive           ","2","0","1608.05","144.72","144.72","0.00","0.00","0.00","1897.49","-0.49","1897.00","1897.00","0.00","","Wednesday, 29 May 2024 04:32:47 PM","0.00"
"91","INV-2024-91                   ","2024-05-29 00:00:00","Exclusive           ","24","0","4423.94","398.15","398.15","0.00","0.00","0.00","5220.24","-0.24","5220.00","5220.00","0.00","","Wednesday, 29 May 2024 04:48:35 PM","0.00"
"92","INV-2024-92                   ","2024-05-30 00:00:00","Exclusive           ","10","0","14567.75","1311.09","1311.09","0.00","0.00","515.70","17189.93","0.07","16674.30","0.00","16674.30","","Thursday, 30 May 2024 09:12:25 PM","0.00"
"95","INV-2024-95                   ","2024-06-03 00:00:00","Exclusive           ","4","0","6241.23","561.71","561.71","0.00","0.00","0.00","7364.65","0.35","7365.00","0.00","7365.00","","Monday, 03 June 2024 01:23:35 PM","0.00"
"96","INV-2024-96                   ","2024-06-04 00:00:00","Exclusive           ","32","0","30105.29","2709.44","2709.44","0.00","0.00","0.00","35524.17","-0.17","35524.00","35524.00","0.00","","Tuesday, 04 June 2024 12:51:46 AM","0.00"
"97","INV-2024-97                   ","2024-06-04 00:00:00","Exclusive           ","6","0","1824.13","164.18","164.18","0.00","0.00","0.00","2152.49","-0.49","2152.00","2152.00","0.00","","Tuesday, 04 June 2024 12:54:42 AM","0.00"
"98","INV-2024-98                   ","2024-06-04 00:00:00","Exclusive           ","31","0","17029.22","1532.62","1532.62","0.00","0.00","0.00","20094.46","-0.46","20094.00","20094.00","0.00","","Tuesday, 04 June 2024 10:17:14 AM","0.00"
"99","INV-2024-99                   ","2024-06-04 00:00:00","Exclusive           ","35","0","17027.32","1532.46","1532.46","0.00","0.00","0.00","20092.24","-0.24","20092.00","20092.00","0.00","","Tuesday, 04 June 2024 01:55:13 PM","0.00"
"100","INV-2023-100                  ","2023-10-01 00:00:00","Exclusive           ","2","0","7100.31","639.03","639.03","0.00","0.00","0.00","8378.37","-0.37","8378.00","0.00","8378.00","","Saturday, 07 October 2023 10:39:10 PM","0.00"
"101","INV-2023-101                  ","2023-10-01 00:00:00","Exclusive           ","1","0","2847.60","256.28","256.28","0.00","0.00","0.00","3360.16","-0.16","3360.00","0.00","3360.00","","Saturday, 07 October 2023 10:42:41 PM","0.00"
"102","INV-2023-102                  ","2023-10-01 00:00:00","Exclusive           ","3","0","2533.20","228.00","228.00","0.00","0.00","0.00","2989.20","-0.20","2989.00","0.00","2989.00","","Saturday, 07 October 2023 10:46:14 PM","0.00"
"103","INV-2023-103                  ","2023-10-07 00:00:00","Exclusive           ","4","0","607.11","54.63","54.63","0.00","0.00","0.00","716.37","-0.37","716.00","0.00","716.00","","Saturday, 07 October 2023 10:48:40 PM","0.00"
"104","INV-2023-104                  ","2023-10-05 00:00:00","Exclusive           ","6","0","4557.89","410.21","410.21","0.00","0.00","0.00","5378.31","-0.31","5378.00","0.00","5378.00","","Saturday, 07 October 2023 11:23:07 PM","0.00"
"105","INV-2023-105                  ","2023-10-07 00:00:00","Exclusive           ","7","0","8890.72","0.00","0.00","1600.33","0.00","0.00","10491.05","-0.05","10491.00","10491.00","0.00","","Saturday, 07 October 2023 11:25:58 PM","0.00"
"106","INV-2023-106                  ","2023-10-10 00:00:00","Exclusive           ","7","0","9033.91","0.00","0.00","1626.11","0.00","0.00","10660.02","-0.02","10660.00","0.00","10660.00","","Wednesday, 11 October 2023 09:37:34 AM","0.00"
"107","INV-2023-107                  ","2023-10-16 00:00:00","Exclusive           ","9","0","45487.65","4093.89","4093.89","0.00","0.00","0.00","53675.43","-0.43","53675.00","0.00","53675.00","","Monday, 16 October 2023 11:39:36 PM","0.00"
"108","INV-2023-108                  ","2023-10-17 00:00:00","Exclusive           ","10","0","8054.32","724.89","724.89","0.00","0.00","0.00","9504.10","-0.10","9504.00","0.00","9504.00","","Tuesday, 17 October 2023 10:02:09 AM","0.00"
"109","INV-2023-109                  ","2023-10-18 00:00:00","Exclusive           ","11","0","5269.79","474.28","474.28","0.00","0.00","0.00","6218.35","-0.35","6218.00","0.00","6218.00","","Tuesday, 17 October 2023 10:48:10 PM","0.00"
"110","INV-2023-110                  ","2023-10-18 00:00:00","Exclusive           ","4","0","4344.51","391.00","391.00","0.00","0.00","0.00","5126.51","0.49","5127.00","0.00","5127.00","","Saturday, 21 October 2023 10:44:14 PM","0.00"
"111","INV-2023-111                  ","2023-10-20 00:00:00","Exclusive           ","5","0","6101.71","549.15","549.15","0.00","0.00","0.00","7200.01","-0.01","7200.00","0.00","7200.00","","Friday, 20 October 2023 11:04:50 PM","0.00"
"112","INV-2023-112                  ","2023-10-23 00:00:00","Exclusive           ","5","0","21487.32","1933.86","1933.86","0.00","0.00","0.00","25355.04","-0.04","25355.00","25355.00","0.00","","Monday, 23 October 2023 11:21:38 PM","0.00"
"113","INV-2023-113                  ","2023-10-25 00:00:00","Exclusive           ","2","0","2053.73","51.34","51.34","0.00","0.00","0.00","2156.41","-0.41","2156.00","0.00","2156.00","","Tuesday, 24 October 2023 09:54:08 PM","0.00"
"114","INV-2023-114                  ","2023-10-25 00:00:00","Exclusive           ","12","0","1940.04","174.61","174.61","0.00","0.00","0.00","2289.26","-0.26","2289.00","0.00","2289.00","","Tuesday, 24 October 2023 10:16:11 PM","0.00"
"115","INV-2023-115                  ","2023-10-26 00:00:00","Exclusive           ","5","0","13525.44","1217.28","1217.28","0.00","0.00","0.00","15960.00","0.00","15960.00","0.00","15960.00","","Wednesday, 25 October 2023 08:43:00 PM","0.00"
"116","INV-2023-116                  ","2023-10-27 00:00:00","Exclusive           ","10","0","19677.96","1771.02","1771.02","0.00","0.00","0.00","23220.00","0.00","23220.00","0.00","23220.00","","Friday, 27 October 2023 11:04:50 AM","0.00"
"117","INV-2023-117                  ","2023-10-28 00:00:00","Exclusive           ","9","0","27498.45","2474.87","2474.87","0.00","0.00","0.00","32448.19","-0.19","32448.00","0.00","32448.00","","Saturday, 28 October 2023 12:36:48 PM","0.00"
"118","INV-2023-118                  ","2023-10-28 00:00:00","Exclusive           ","4","0","3020.40","271.85","271.85","0.00","0.00","0.00","3564.10","-0.10","3564.00","0.00","3564.00","","Saturday, 28 October 2023 12:48:02 PM","0.00"
"119","INV-2023-119                  ","2023-10-28 00:00:00","Exclusive           ","13","0","8267.35","744.03","744.03","0.00","0.00","0.00","9755.41","-0.41","9755.00","0.00","9755.00","","Saturday, 28 October 2023 05:37:41 PM","0.00"
"120","INV-2023-120                  ","2023-11-03 00:00:00","Exclusive           ","5","0","7939.52","575.27","575.27","0.00","0.00","0.00","9090.06","-0.06","9090.00","0.00","9090.00","","Friday, 03 November 2023 03:31:01 PM","0.00"
"121","INV-2023-121                  ","2023-11-06 00:00:00","Exclusive           ","5","0","14481.36","1303.34","1303.34","0.00","0.00","0.00","17088.04","-0.04","17088.00","17088.00","0.00","","Monday, 06 November 2023 11:21:23 AM","0.00"
"122","INV-2023-122                  ","2023-11-06 00:00:00","Exclusive           ","14","0","3861.90","347.57","347.57","0.00","0.00","0.00","4557.04","-0.04","4557.00","0.00","4557.00","","Monday, 06 November 2023 12:21:31 PM","0.00"
"123","INV-2023-123                  ","2023-11-08 00:00:00","Exclusive           ","10","0","41144.06","3702.96","3702.96","0.00","0.00","0.00","48549.98","0.02","48550.00","0.00","48550.00","","Thursday, 09 November 2023 09:16:10 PM","0.00"
"124","INV-2023-124                  ","2023-11-08 00:00:00","Exclusive           ","10","0","15831.34","1424.82","1424.82","0.00","0.00","373.62","18680.98","0.02","18307.38","0.00","18307.38","","Thursday, 09 November 2023 09:19:35 PM","0.00"
"125","INV-2023-125                  ","2023-11-11 00:00:00","Exclusive           ","5","0","5440.71","489.66","489.66","0.00","0.00","0.00","6420.03","-0.03","6420.00","6420.00","0.00","","Saturday, 11 November 2023 11:31:10 AM","0.00"
"126","INV-2023-126                  ","2023-11-14 00:00:00","Exclusive           ","5","0","6406.80","576.61","576.61","0.00","0.00","0.00","7560.02","-0.02","7560.00","7560.00","0.00","","Tuesday, 14 November 2023 06:20:44 PM","0.00"
"127","INV-2023-127                  ","2023-11-17 00:00:00","Exclusive           ","10","0","35104.22","2592.95","2592.95","0.00","0.00","0.00","40290.12","-0.12","40290.00","0.00","40290.00","","Friday, 17 November 2023 10:42:01 AM","0.00"
"128","INV-2023-128                  ","2023-11-17 00:00:00","Exclusive           ","15","0","16849.91","0.00","0.00","3032.98","0.00","0.00","19882.89","0.11","19883.00","19883.00","0.00","","Sunday, 19 November 2023 12:12:15 PM","0.00"
"129","INV-2023-129                  ","2023-11-18 00:00:00","Exclusive           ","9","0","12406.80","1116.61","1116.61","0.00","0.00","0.00","14640.02","-0.02","14640.00","0.00","14640.00","","Sunday, 19 November 2023 12:16:07 PM","0.00"
"130","INV-2023-130                  ","2023-11-20 00:00:00","Exclusive           ","5","0","10965.24","986.87","986.87","0.00","0.00","0.00","12938.98","0.02","12939.00","0.00","12939.00","","Monday, 20 November 2023 05:27:02 PM","0.00"
"131","INV-2023-131                  ","2023-11-20 00:00:00","Exclusive           ","16","0","4812.16","433.11","433.11","0.00","0.00","0.00","5678.38","-0.38","5678.00","0.00","5678.00","","Monday, 20 November 2023 05:34:11 PM","0.00"
"132","INV-2023-132                  ","2023-11-20 00:00:00","Exclusive           ","2","0","2053.73","51.34","51.34","0.00","0.00","0.00","2156.41","-0.41","2156.00","0.00","2156.00","","Monday, 20 November 2023 05:35:50 PM","0.00"
"133","INV-2023-133                  ","2023-11-28 00:00:00","Exclusive           ","7","0","8527.20","0.00","0.00","1534.89","0.00","0.00","10062.09","-0.09","10062.00","0.00","10062.00","","Tuesday, 28 November 2023 12:08:28 PM","0.00"
"134","INV-2023-134                  ","2023-11-28 00:00:00","Exclusive           ","9","0","11806.89","1062.62","1062.62","0.00","0.00","0.00","13932.13","-0.13","13932.00","0.00","13932.00","","Tuesday, 28 November 2023 12:10:50 PM","0.00"
"135","INV-2023-135                  ","2023-11-30 00:00:00","Exclusive           ","2","0","1214.22","109.29","109.29","0.00","0.00","0.00","1432.80","0.20","1433.00","0.00","1433.00","","Thursday, 30 November 2023 11:25:00 AM","0.00"
"136","INV-2023-136                  ","2023-12-01 00:00:00","Exclusive           ","11","0","4557.89","410.21","410.21","0.00","0.00","0.00","5378.31","-0.31","5378.00","0.00","5378.00","","Friday, 01 December 2023 03:36:28 PM","0.00"
"137","INV-2023-137                  ","2023-12-05 00:00:00","Exclusive           ","15","0","31017.00","0.00","0.00","5583.05","0.00","0.00","36600.05","-0.05","36600.00","36600.00","0.00","","Tuesday, 05 December 2023 03:09:35 PM","0.00"
"138","INV-2023-138                  ","2023-12-12 00:00:00","Exclusive           ","5","0","18956.01","1706.04","1706.04","0.00","0.00","0.00","22368.09","-0.09","22368.00","22368.00","0.00","","Tuesday, 12 December 2023 03:14:52 PM","0.00"
"139","INV-2023-139                  ","2023-12-12 00:00:00","Exclusive           ","9","0","38888.25","3499.94","3499.94","0.00","0.00","0.00","45888.13","-0.13","45888.00","0.00","45888.00","","Tuesday, 12 December 2023 04:14:49 PM","0.00"
"140","INV-2023-140                  ","2023-12-12 00:00:00","Exclusive           ","15","0","3339.06","0.00","0.00","601.02","0.00","197.00","3940.08","-0.08","3743.00","3743.00","0.00","","Tuesday, 12 December 2023 09:09:56 PM","0.00"
"141","INV-2023-141                  ","2023-12-12 00:00:00","Exclusive           ","15","0","9644.06","0.00","0.00","1735.93","0.00","0.00","11379.99","0.01","11380.00","11380.00","0.00","","Tuesday, 12 December 2023 09:12:38 PM","0.00"
"142","INV-2023-142                  ","2023-12-12 00:00:00","Exclusive           ","17","0","3523.80","317.14","317.14","0.00","0.00","0.00","4158.08","-0.08","4158.00","4158.00","0.00","","Tuesday, 12 December 2023 10:25:18 PM","0.00"
"144","INV-2023-144                  ","2023-12-12 00:00:00","Exclusive           ","15","0","5520.44","0.00","0.00","993.68","0.00","325.70","6514.12","-0.12","6188.30","0.00","6188.30","","Tuesday, 12 December 2023 11:30:28 PM","0.00"
"145","INV-2023-145                  ","2023-12-21 00:00:00","Exclusive           ","6","0","4398.29","395.83","395.83","0.00","0.00","0.00","5189.95","0.05","5190.00","0.00","5190.00","","Thursday, 21 December 2023 04:01:35 PM","0.00"
"146","INV-2023-146                  ","2023-12-21 00:00:00","Exclusive           ","9","0","8054.40","724.90","724.90","0.00","0.00","0.00","9504.20","-0.20","9504.00","0.00","9504.00","","Thursday, 21 December 2023 04:10:28 PM","0.00"
"147","INV-2023-147                  ","2023-12-22 00:00:00","Exclusive           ","15","0","41949.72","0.00","0.00","7550.95","0.00","0.00","49500.67","0.33","49501.00","49501.00","0.00","","Friday, 22 December 2023 07:29:05 PM","0.00"
"148","INV-2023-148                  ","2023-12-23 00:00:00","Exclusive           ","2","0","3853.22","346.81","346.81","0.00","0.00","0.00","4546.84","0.16","4547.00","0.00","4547.00","","Saturday, 23 December 2023 05:28:39 PM","0.00"
"149","INV-2023-149                  ","2023-12-23 00:00:00","Exclusive           ","10","0","31107.66","2799.69","2799.69","0.00","0.00","0.00","36707.04","-0.04","36707.00","0.00","36707.00","","Saturday, 23 December 2023 05:41:18 PM","0.00"
"150","INV-2024-150                  ","2023-12-29 00:00:00","Exclusive           ","9","0","35186.64","3166.80","3166.80","0.00","0.00","0.00","41520.24","-0.24","41520.00","0.00","41520.00","","Monday, 01 January 2024 10:15:54 PM","0.00"
"151","INV-2024-151                  ","2024-01-02 00:00:00","Exclusive           ","2","0","1773.03","159.57","159.57","0.00","0.00","0.00","2092.17","-0.17","2092.00","0.00","2092.00","","Tuesday, 02 January 2024 09:19:16 AM","0.00"
"152","INV-2024-152                  ","2024-01-02 00:00:00","Exclusive           ","9","0","21478.18","1933.04","1933.04","0.00","0.00","0.00","25344.26","-0.26","25344.00","0.00","25344.00","","Tuesday, 02 January 2024 05:41:06 PM","0.00"
"153","INV-2024-153                  ","2024-01-04 00:00:00","Exclusive           ","11","0","1926.10","173.36","173.36","0.00","0.00","0.00","2272.82","0.18","2273.00","0.00","2273.00","","Friday, 05 January 2024 10:36:59 AM","0.00"
"154","INV-2024-154                  ","2024-01-13 00:00:00","Exclusive           ","18","0","7150.42","643.54","643.54","0.00","0.00","0.00","8437.50","0.50","8438.00","0.00","8438.00","","Saturday, 13 January 2024 12:17:56 PM","0.00"
"155","INV-2024-155                  ","2024-01-13 00:00:00","Exclusive           ","9","0","11806.89","1062.62","1062.62","0.00","0.00","0.00","13932.13","-0.13","13932.00","0.00","13932.00","","Saturday, 13 January 2024 12:48:50 PM","0.00"
"156","INV-2024-156                  ","2024-01-12 00:00:00","Exclusive           ","2","0","2128.45","191.56","191.56","0.00","0.00","0.00","2511.57","0.43","2512.00","0.00","2512.00","","Saturday, 13 January 2024 12:52:22 PM","0.00"
"157","INV-2024-157                  ","2024-01-02 00:00:00","Exclusive           ","13","0","4508.50","405.76","405.76","0.00","0.00","0.00","5320.02","-0.02","5320.00","0.00","5320.00","","Saturday, 13 January 2024 12:58:53 PM","0.00"
"158","INV-2024-158                  ","2024-01-16 00:00:00","Exclusive           ","19","0","15359.25","1382.33","1382.33","0.00","0.00","0.00","18123.91","0.09","18124.00","0.00","18124.00","","Tuesday, 16 January 2024 05:23:32 PM","0.00"
"163","INV-2024-163                  ","2024-01-30 00:00:00","Exclusive           ","15","0","49066.59","0.00","0.00","8831.99","0.00","0.00","57898.58","0.42","57899.00","0.00","57899.00","","Tuesday, 30 January 2024 11:16:45 AM","0.00"
"164","INV-2024-164                  ","2024-01-30 00:00:00","Exclusive           ","16","0","6836.85","615.33","615.33","0.00","0.00","0.00","8067.51","0.49","8068.00","0.00","8068.00","","Tuesday, 30 January 2024 11:21:31 AM","0.00"
