"Inv_ID","InvoiceNo","InvoiceDate","TaxType","Customer_ID","SalesmanID","SubTotal","CGST","SGST","IGST","FreightCharges","OtherCharges","Total","RoundOff","GrandTotal","TotalPaid","Balance","Remarks","Time","RewardsClaimed"
"10277","INV-2024-10277                ","2024-09-28 00:00:00","Exclusive           ","35","0","11570.60","1041.37","1041.37","0.00","0.00","273.06","13653.34","-0.34","13379.94","13379.94","0.00","","Saturday, 28 September 2024 02:18:03 PM","0.00"
"10278","INV-2024-10278                ","2024-09-28 00:00:00","Exclusive           ","28","0","2227.44","200.47","200.47","0.00","0.00","0.00","2628.38","-0.38","2628.00","2628.00","0.00","","Saturday, 28 September 2024 04:27:41 PM","0.00"
"10279","INV-2024-10279                ","2024-09-28 00:00:00","Exclusive           ","28","0","13757.58","1238.18","1238.18","0.00","0.00","0.00","16233.94","0.06","16234.00","16234.00","0.00","","Saturday, 28 September 2024 04:40:02 PM","0.00"
"10280","INV-2024-10280                ","2024-09-28 00:00:00","Exclusive           ","28","0","38042.75","3423.84","3423.84","0.00","0.00","0.00","44890.43","-0.43","44890.00","44890.00","0.00","","Saturday, 28 September 2024 05:12:59 PM","0.00"
"10281","INV-2024-10281                ","2024-09-28 00:00:00","Exclusive           ","28","0","10367.81","933.10","933.10","0.00","0.00","0.00","12234.01","-0.01","12234.00","12234.00","0.00","","Saturday, 28 September 2024 05:38:33 PM","0.00"
"10282","INV-2024-10282                ","2024-09-28 00:00:00","Exclusive           ","6","0","3241.57","291.75","291.75","0.00","0.00","0.00","3825.07","-0.07","3825.00","3825.00","0.00","","Saturday, 28 September 2024 05:40:50 PM","0.00"
"10283","INV-2024-10283                ","2024-09-28 00:00:00","Exclusive           ","30","0","3888.55","349.97","349.97","0.00","0.00","0.00","4588.49","-0.49","4588.00","4588.00","0.00","","Saturday, 28 September 2024 06:16:17 PM","0.00"
"10284","INV-2024-10284                ","2024-09-29 00:00:00","Exclusive           ","9","0","29895.82","2690.63","2690.63","0.00","0.00","0.00","35277.08","-0.08","35277.00","35277.00","0.00","","Monday, 30 September 2024 11:46:56 AM","0.00"
"10285","INV-2024-10285                ","2024-09-29 00:00:00","Exclusive           ","6","0","2040.25","183.62","183.62","0.00","0.00","0.00","2407.49","-0.49","2407.00","2407.00","0.00","","Monday, 30 September 2024 04:09:35 PM","0.00"
"10286","INV-2024-10286                ","2024-09-30 00:00:00","Exclusive           ","45","0","100829.25","9074.62","9074.62","0.00","0.00","2379.56","118978.49","-0.49","116598.44","116598.44","0.00","","Monday, 30 September 2024 09:58:46 PM","0.00"
"10287","INV-2024-10287                ","2024-09-30 00:00:00","Exclusive           ","3","0","3856.80","347.11","347.11","0.00","0.00","0.00","4551.02","-0.02","4551.00","4551.00","0.00","","Monday, 30 September 2024 10:23:05 PM","0.00"
"10289","INV-2024-10289                ","2024-09-30 00:00:00","Exclusive           ","9","0","112610.24","10134.93","10134.93","0.00","0.00","3986.40","132880.10","-0.10","128893.60","128893.60","0.00","","Monday, 30 September 2024 11:30:16 PM","0.00"
"10290","INV-2024-10290                ","2024-09-30 00:00:00","Exclusive           ","35","0","49287.93","4435.94","4435.94","0.00","0.00","1163.20","58159.81","0.19","56996.80","56996.80","0.00","","Tuesday, 01 October 2024 01:54:27 PM","0.00"
"10291","INV-2024-10291                ","2024-09-30 00:00:00","Exclusive           ","32","0","8669.46","780.25","780.25","0.00","0.00","0.00","10229.96","0.04","10230.00","10230.00","0.00","","Tuesday, 01 October 2024 01:58:22 PM","0.00"
"10292","INV-2024-10292                ","2024-09-30 00:00:00","Exclusive           ","32","0","5148.36","463.35","463.35","0.00","0.00","0.00","6075.06","-0.06","6075.00","6075.00","0.00","","Tuesday, 01 October 2024 01:59:11 PM","0.00"
"10293","INV-2024-10293                ","2024-09-30 00:00:00","Exclusive           ","21","0","16010.81","1440.97","1440.97","0.00","0.00","0.00","18892.75","0.25","18893.00","18893.00","0.00","","Tuesday, 01 October 2024 02:04:48 PM","0.00"
"10294","INV-2024-10294                ","2024-09-30 00:00:00","Exclusive           ","21","0","4060.60","365.46","365.46","0.00","0.00","0.00","4791.52","0.48","4792.00","4792.00","0.00","","Tuesday, 01 October 2024 02:07:54 PM","0.00"
"10295","INV-2024-10295                ","2024-09-30 00:00:00","Exclusive           ","45","0","23439.70","2109.57","2109.57","0.00","0.00","553.18","27658.84","0.16","27105.82","27105.82","0.00","","Tuesday, 01 October 2024 07:45:33 PM","0.00"
"10296","INV-2024-10296                ","2024-09-30 00:00:00","Exclusive           ","31","0","20797.13","1871.74","1871.74","0.00","0.00","0.00","24540.61","0.39","24541.00","24541.00","0.00","","Tuesday, 01 October 2024 07:51:52 PM","0.00"
"10297","INV-2024-10297                ","2024-09-30 00:00:00","Exclusive           ","31","0","5148.36","463.35","463.35","0.00","0.00","0.00","6075.06","-0.06","6075.00","6075.00","0.00","","Tuesday, 01 October 2024 08:00:11 PM","0.00"
"10298","INV-2024-10298                ","2024-09-30 00:00:00","Exclusive           ","45","0","39794.98","3581.55","3581.55","0.00","0.00","939.16","46958.08","-0.08","46018.84","46018.84","0.00","","Tuesday, 01 October 2024 08:05:46 PM","0.00"
"10302","INV-2024-10302                ","2024-10-01 00:00:00","Exclusive           ","9","0","20689.78","1862.07","1862.07","0.00","0.00","732.42","24413.92","0.08","23681.58","23681.58","0.00","","Tuesday, 01 October 2024 11:33:45 PM","0.00"
"10303","INV-2024-10303                ","2024-10-03 00:00:00","Exclusive           ","9","0","49793.04","4481.37","4481.37","0.00","0.00","1762.68","58755.78","0.22","56993.32","56993.32","0.00","","Friday, 04 October 2024 09:14:59 AM","0.00"
"10304","INV-2024-10304                ","2024-10-03 00:00:00","Exclusive           ","9","0","5555.07","499.96","499.96","0.00","0.00","0.00","6554.99","0.01","6555.00","6555.00","0.00","","Friday, 04 October 2024 09:20:59 AM","0.00"
"10305","INV-2024-10305                ","2024-10-04 00:00:00","Exclusive           ","32","0","13827.49","1244.47","1244.47","0.00","0.00","0.00","16316.43","-0.43","16316.00","16316.00","0.00","","Tuesday, 08 October 2024 05:23:17 PM","0.00"
"10306","INV-2024-10306                ","2024-10-04 00:00:00","Exclusive           ","12","0","1494.93","134.54","134.54","0.00","0.00","0.00","1764.01","-0.01","1764.00","1764.00","0.00","","Tuesday, 08 October 2024 05:24:52 PM","0.00"
"10307","INV-2024-10307                ","2024-10-05 00:00:00","Exclusive           ","11","0","15712.09","1414.11","1414.11","0.00","0.00","0.00","18540.31","-0.31","18540.00","18540.00","0.00","","Tuesday, 08 October 2024 05:39:06 PM","0.00"
"10308","INV-2024-10308                ","2024-10-05 00:00:00","Exclusive           ","11","0","8554.06","769.88","769.88","0.00","0.00","0.00","10093.82","0.18","10094.00","10094.00","0.00","","Tuesday, 08 October 2024 06:09:07 PM","0.00"
"10309","INV-2024-10309                ","2024-10-08 00:00:00","Exclusive           ","21","0","4185.17","376.67","376.67","0.00","0.00","0.00","4938.51","0.49","4939.00","4939.00","0.00","","Tuesday, 08 October 2024 06:12:03 PM","0.00"
"10310","INV-2024-10310                ","2024-10-08 00:00:00","Exclusive           ","9","0","91470.45","8232.34","8232.34","0.00","0.00","3238.05","107935.13","-0.13","104696.95","104696.95","0.00","","Tuesday, 08 October 2024 06:18:22 PM","0.00"
"10311","INV-2024-10311                ","2024-10-08 00:00:00","Exclusive           ","9","0","11913.62","1072.22","1072.22","0.00","0.00","0.00","14058.06","-0.06","14058.00","14058.00","0.00","","Tuesday, 08 October 2024 06:20:05 PM","0.00"
"10312","INV-2024-10312                ","2024-10-08 00:00:00","Exclusive           ","5","0","11540.68","1038.68","1038.68","0.00","0.00","0.00","13618.04","-0.04","13618.00","13618.00","0.00","","Tuesday, 08 October 2024 06:30:41 PM","0.00"
"10313","INV-2024-10313                ","2024-10-09 00:00:00","Exclusive           ","11","0","3594.92","323.55","323.55","0.00","0.00","0.00","4242.02","-0.02","4242.00","4242.00","0.00","","Thursday, 10 October 2024 04:00:19 PM","0.00"
"10314","INV-2024-10314                ","2024-10-10 00:00:00","Exclusive           ","10","0","20002.28","1800.21","1800.21","0.00","0.00","708.09","23602.70","0.30","22894.91","22894.91","0.00","","Thursday, 10 October 2024 04:06:37 PM","0.00"
"10315","INV-2024-10315                ","2024-10-10 00:00:00","Exclusive           ","10","0","9731.72","875.86","875.86","0.00","0.00","0.00","11483.44","-0.44","11483.00","11483.00","0.00","","Thursday, 10 October 2024 04:09:27 PM","0.00"
"10316","INV-2024-10316                ","2024-10-14 00:00:00","Exclusive           ","21","0","2601.27","234.12","234.12","0.00","0.00","0.00","3069.51","0.49","3070.00","3070.00","0.00","","Thursday, 17 October 2024 12:44:45 PM","0.00"
"10317","INV-2024-10317                ","2024-10-15 00:00:00","Exclusive           ","16","0","6159.67","554.39","554.39","0.00","0.00","0.00","7268.45","-0.45","7268.00","7268.00","0.00","","Thursday, 17 October 2024 12:49:24 PM","0.00"
"10318","INV-2024-10318                ","2024-10-17 00:00:00","Exclusive           ","33","0","3051.00","274.58","274.58","0.00","0.00","0.00","3600.16","-0.16","3600.00","3600.00","0.00","","Thursday, 17 October 2024 01:19:03 PM","0.00"
"10320","INV-2024-10320                ","2024-10-20 00:00:00","Exclusive           ","9","0","81056.37","7295.08","7295.08","0.00","0.00","2869.41","95646.53","0.47","92777.59","92777.59","0.00","","Monday, 21 October 2024 03:58:44 PM","0.00"
"10321","INV-2024-10321                ","2024-10-21 00:00:00","Exclusive           ","9","0","9533.90","858.05","858.05","0.00","0.00","337.50","11250.00","0.00","10912.50","10912.50","0.00","","Monday, 21 October 2024 04:00:42 PM","0.00"
"10322","INV-2024-10322                ","2024-10-21 00:00:00","Exclusive           ","9","0","11021.16","991.91","991.91","0.00","0.00","0.00","13004.98","0.02","13005.00","13005.00","0.00","","Monday, 21 October 2024 04:03:53 PM","0.00"
"10323","INV-2024-10323                ","2024-10-23 00:00:00","Exclusive           ","6","0","5634.52","507.10","507.10","0.00","0.00","0.00","6648.72","0.28","6649.00","6649.00","0.00","","Monday, 28 October 2024 01:48:21 PM","0.00"
"10324","INV-2024-10324                ","2024-10-23 00:00:00","Exclusive           ","31","0","22894.62","2060.52","2060.52","0.00","0.00","0.00","27015.66","0.34","27016.00","27016.00","0.00","","Monday, 28 October 2024 02:42:28 PM","0.00"
"10325","INV-2024-10325                ","2024-10-23 00:00:00","Exclusive           ","46","0","24011.68","2161.05","2161.05","0.00","0.00","1700.04","28333.78","0.22","26633.96","26633.96","0.00","","Saturday, 09 November 2024 07:30:47 PM","0.00"
"10326","INV-2024-10326                ","2024-10-23 00:00:00","Exclusive           ","46","0","6074.58","546.71","546.71","0.00","0.00","0.00","7168.00","0.00","7168.00","7168.00","0.00","","Saturday, 09 November 2024 07:34:10 PM","0.00"
"10327","INV-2024-10327                ","2024-10-23 00:00:00","Exclusive           ","45","0","23098.75","2078.89","2078.89","0.00","0.00","1635.42","27256.53","0.47","25621.58","25621.58","0.00","","Saturday, 09 November 2024 07:48:46 PM","0.00"
"10328","INV-2024-10328                ","2024-10-23 00:00:00","Exclusive           ","10","0","46472.04","4182.48","4182.48","0.00","0.00","2741.85","54837.00","0.00","52095.15","52095.15","0.00","","Saturday, 09 November 2024 08:05:27 PM","0.00"
"10329","INV-2024-10329                ","2024-10-23 00:00:00","Exclusive           ","5","0","20696.49","1862.68","1862.68","0.00","0.00","0.00","24421.85","0.15","24422.00","24422.00","0.00","","Saturday, 09 November 2024 08:10:27 PM","0.00"
"10330","INV-2024-10330                ","2024-10-23 00:00:00","Exclusive           ","28","0","35029.05","3152.60","3152.60","0.00","0.00","2480.04","41334.25","-0.25","38853.96","38853.96","0.00","","Saturday, 09 November 2024 08:24:15 PM","0.00"
"10331","INV-2024-10331                ","2024-10-26 00:00:00","Exclusive           ","9","0","85068.24","7656.15","7656.15","0.00","0.00","3011.43","100380.54","0.46","97369.57","97369.57","0.00","","Monday, 28 October 2024 09:49:01 PM","0.00"
"10332","INV-2024-10332                ","2024-10-27 00:00:00","Exclusive           ","9","0","44238.39","3981.46","3981.46","0.00","0.00","1566.03","52201.31","-0.31","50634.97","50634.97","0.00","","Monday, 28 October 2024 09:50:54 PM","0.00"
"10333","INV-2024-10333                ","2024-10-27 00:00:00","Exclusive           ","9","0","5593.23","503.39","503.39","0.00","0.00","0.00","6600.01","-0.01","6600.00","6600.00","0.00","","Monday, 28 October 2024 09:52:03 PM","0.00"
"10334","INV-2024-10334                ","2024-10-28 00:00:00","Exclusive           ","45","0","65837.11","5925.33","5925.33","0.00","0.00","1553.76","77687.77","0.23","76134.24","76134.24","0.00","","Monday, 28 October 2024 10:10:06 PM","0.00"
"10336","INV-2024-10336                ","2024-10-28 00:00:00","Exclusive           ","35","0","20133.14","1811.99","1811.99","0.00","0.00","475.14","23757.12","-0.12","23281.86","23281.86","0.00","","Monday, 28 October 2024 10:18:15 PM","0.00"
"10337","INV-2024-10337                ","2024-10-28 00:00:00","Exclusive           ","46","0","5330.69","479.76","479.76","0.00","0.00","125.80","6290.21","-0.21","6164.20","6164.20","0.00","","Monday, 04 November 2024 05:59:47 PM","0.00"
"10338","INV-2024-10338                ","2024-10-28 00:00:00","Exclusive           ","21","0","7715.96","694.44","694.44","0.00","0.00","0.00","9104.84","0.16","9105.00","9105.00","0.00","","Monday, 28 October 2024 10:20:37 PM","0.00"
"10339","INV-2024-10339                ","2024-10-28 00:00:00","Exclusive           ","9","0","21883.05","1969.47","1969.47","0.00","0.00","774.66","25821.99","0.01","25047.34","25047.34","0.00","","Monday, 28 October 2024 10:25:20 PM","0.00"
"10340","INV-2024-10340                ","2024-10-28 00:00:00","Exclusive           ","32","0","32492.08","2924.25","2924.25","0.00","0.00","0.00","38340.58","0.42","38341.00","38341.00","0.00","","Monday, 28 October 2024 11:16:38 PM","0.00"
"10341","INV-2024-10341                ","2024-10-28 00:00:00","Exclusive           ","31","0","22780.09","2050.19","2050.19","0.00","0.00","0.00","26880.47","-0.47","26880.00","26880.00","0.00","","Monday, 28 October 2024 11:21:42 PM","0.00"
"10342","INV-2024-10342                ","2024-10-28 00:00:00","Exclusive           ","6","0","1620.81","145.88","145.88","0.00","0.00","0.00","1912.57","0.43","1913.00","1913.00","0.00","","Monday, 28 October 2024 11:22:55 PM","0.00"
"10343","INV-2024-10343                ","2024-10-29 00:00:00","Exclusive           ","47","0","9973.66","897.64","897.64","0.00","0.00","0.00","11768.94","0.06","11769.00","11769.00","0.00","","Monday, 04 November 2024 06:34:31 PM","0.00"
"10344","INV-2024-10344                ","2024-11-04 00:00:00","Exclusive           ","10","0","26033.76","2343.05","2343.05","0.00","0.00","921.60","30719.86","0.14","29798.40","29798.40","0.00","","Monday, 04 November 2024 07:04:00 PM","0.00"
"10345","INV-2024-10345                ","2024-10-29 00:00:00","Exclusive           ","10","0","29949.30","2695.44","2695.44","0.00","0.00","0.00","35340.18","-0.18","35340.00","35340.00","0.00","","Monday, 04 November 2024 07:08:36 PM","0.00"
"10346","INV-2024-10346                ","2024-10-29 00:00:00","Exclusive           ","46","0","11377.43","1023.95","1023.95","0.00","0.00","268.50","13425.33","-0.33","13156.50","13156.50","0.00","","Thursday, 07 November 2024 11:57:06 AM","0.00"
"10347","INV-2024-10347                ","2024-10-29 00:00:00","Exclusive           ","9","0","73826.69","6644.39","6644.39","0.00","0.00","18294.15","87115.47","-0.47","68820.85","68820.85","0.00","","Tuesday, 12 November 2024 05:02:11 PM","0.00"
"10349","INV-2024-10349                ","2024-10-30 00:00:00","Exclusive           ","9","0","85585.24","7702.67","7702.67","0.00","0.00","5049.55","100990.58","0.42","95941.45","95941.45","0.00","","Wednesday, 13 November 2024 09:44:37 AM","0.00"
"10351","INV-2024-10351                ","2024-11-05 00:00:00","Exclusive           ","34","0","24915.25","0.00","0.00","4484.75","0.00","588.00","29400.00","0.00","28812.00","28812.00","0.00","","Tuesday, 05 November 2024 09:47:59 PM","0.00"
"10352","INV-2024-10352                ","2024-11-06 00:00:00","Exclusive           ","19","0","8267.71","744.07","744.07","0.00","0.00","0.00","9755.85","0.15","9756.00","9756.00","0.00","","Wednesday, 06 November 2024 06:31:52 PM","0.00"
"10353","INV-2024-10353                ","2024-11-09 00:00:00","Exclusive           ","9","0","52575.83","4731.83","4731.83","0.00","0.00","1861.17","62039.49","-0.49","60177.83","60177.83","0.00","","Tuesday, 12 November 2024 04:51:56 PM","0.00"
"10354","INV-2024-10354                ","2024-11-12 00:00:00","Exclusive           ","45","0","16405.93","1476.53","1476.53","0.00","0.00","4065.39","19358.99","0.01","15293.61","15293.61","0.00","","Wednesday, 13 November 2024 09:55:24 AM","0.00"
"10355","INV-2024-10355                ","2024-11-13 00:00:00","Exclusive           ","9","0","23191.58","2087.25","2087.25","0.00","0.00","0.00","27366.08","-0.08","27366.00","27366.00","0.00","","Thursday, 14 November 2024 06:44:05 PM","0.00"
"10356","INV-2024-10356                ","2024-11-13 00:00:00","Exclusive           ","9","0","28809.66","2592.87","2592.87","0.00","0.00","1019.85","33995.40","-0.40","32975.15","32975.15","0.00","","Thursday, 14 November 2024 06:47:54 PM","0.00"
"10357","INV-2024-10357                ","2024-11-13 00:00:00","Exclusive           ","9","0","16405.93","1476.53","1476.53","0.00","0.00","4065.39","19358.99","0.01","15293.61","15293.61","0.00","","Thursday, 14 November 2024 06:49:22 PM","0.00"
"10358","INV-2024-10358                ","2024-11-13 00:00:00","Exclusive           ","46","0","7894.07","710.47","710.47","0.00","0.00","1956.15","9315.01","-0.01","7358.85","7358.85","0.00","","Thursday, 14 November 2024 06:54:05 PM","0.00"
"10359","INV-2024-10359                ","2024-11-13 00:00:00","Exclusive           ","46","0","7612.64","685.13","685.13","0.00","0.00","538.98","8982.90","0.10","8444.02","8444.02","0.00","","Thursday, 14 November 2024 06:55:59 PM","0.00"
"10360","INV-2024-10360                ","2024-11-13 00:00:00","Exclusive           ","46","0","7840.04","705.61","705.61","0.00","0.00","185.02","9251.26","-0.26","9065.98","9065.98","0.00","","Thursday, 14 November 2024 06:58:03 PM","0.00"
"10361","INV-2024-10361                ","2024-11-14 00:00:00","Exclusive           ","46","0","25190.60","2267.16","2267.16","0.00","0.00","594.50","29724.92","0.08","29130.50","29130.50","0.00","","Thursday, 14 November 2024 07:02:33 PM","0.00"
"10362","INV-2024-10362                ","2024-11-14 00:00:00","Exclusive           ","35","0","85546.98","7699.22","7699.22","0.00","0.00","2018.90","100945.42","-0.42","98926.10","98926.10","0.00","","Thursday, 14 November 2024 07:10:45 PM","0.00"
"10363","INV-2024-10363                ","2024-11-15 00:00:00","Exclusive           ","35","0","5492.16","494.30","494.30","0.00","0.00","129.62","6480.76","0.24","6351.38","6351.38","0.00","","Thursday, 14 November 2024 07:12:54 PM","0.00"
"10364","INV-2024-10364                ","2024-11-15 00:00:00","Exclusive           ","46","0","1288.99","116.01","116.01","0.00","0.00","0.00","1521.01","-0.01","1521.00","1521.00","0.00","","Sunday, 24 November 2024 06:35:51 PM","0.00"
"10365","INV-2024-10365                ","2024-11-15 00:00:00","Exclusive           ","45","0","71643.93","6447.97","6447.97","0.00","0.00","1690.80","84539.87","0.13","82849.20","82849.20","0.00","","Friday, 15 November 2024 07:43:11 PM","0.00"
"10366","INV-2024-10366                ","2024-11-15 00:00:00","Exclusive           ","21","0","7456.79","671.11","671.11","0.00","0.00","0.00","8799.01","-0.01","8799.00","8799.00","0.00","","Friday, 15 November 2024 07:45:40 PM","0.00"
"10367","INV-2024-10367                ","2024-11-15 00:00:00","Exclusive           ","32","0","22588.94","2033.00","2033.00","0.00","0.00","0.00","26654.94","0.06","26655.00","26655.00","0.00","","Friday, 15 November 2024 07:48:22 PM","0.00"
"10368","INV-2024-10368                ","2024-11-15 00:00:00","Exclusive           ","6","0","4957.65","446.19","446.19","0.00","0.00","0.00","5850.03","-0.03","5850.00","5850.00","0.00","","Friday, 15 November 2024 07:49:47 PM","0.00"
"10369","INV-2024-10369                ","2024-11-15 00:00:00","Exclusive           ","9","0","86646.41","7798.18","7798.18","0.00","0.00","3067.29","102242.77","0.23","99175.71","99175.71","0.00","","Friday, 15 November 2024 07:54:42 PM","0.00"
"10370","INV-2024-10370                ","2024-11-16 00:00:00","Exclusive           ","9","0","39883.62","3589.53","3589.53","0.00","0.00","1411.89","47062.68","0.32","45651.11","45651.11","0.00","","Friday, 15 November 2024 08:02:00 PM","0.00"
"10371","INV-2024-10371                ","2024-11-16 00:00:00","Exclusive           ","31","0","26714.62","2404.32","2404.32","0.00","0.00","0.00","31523.26","-0.26","31523.00","31523.00","0.00","","Saturday, 16 November 2024 11:59:49 AM","0.00"
"10372","INV-2024-10372                ","2024-11-16 00:00:00","Exclusive           ","2","0","2129.48","191.66","191.66","0.00","0.00","0.00","2512.80","0.20","2513.00","2513.00","0.00","","Saturday, 16 November 2024 02:35:26 PM","0.00"
"10373","INV-2024-10373                ","2024-11-17 00:00:00","Exclusive           ","9","0","58267.95","5244.11","5244.11","0.00","0.00","2062.68","68756.17","-0.17","66693.32","66693.32","0.00","","Monday, 18 November 2024 07:42:57 PM","0.00"
"10374","INV-2024-10374                ","2024-11-17 00:00:00","Exclusive           ","46","0","2641.02","237.69","237.69","0.00","0.00","62.32","3116.40","-0.40","3053.68","3053.68","0.00","","Monday, 18 November 2024 08:03:55 PM","0.00"
"10378","INV-2024-10378                ","2024-11-18 00:00:00","Exclusive           ","34","0","9601.44","0.00","0.00","1728.26","0.00","0.00","11329.70","0.30","11330.00","11330.00","0.00","","Monday, 18 November 2024 08:06:24 PM","0.00"
"10379","INV-2024-10379                ","2024-11-19 00:00:00","Exclusive           ","9","0","63151.55","5683.66","5683.66","0.00","0.00","2235.57","74518.87","0.13","72283.43","72283.43","0.00","","Wednesday, 20 November 2024 06:51:41 PM","0.00"
"10380","INV-2024-10380                ","2024-11-19 00:00:00","Exclusive           ","21","0","15133.86","1362.05","1362.05","0.00","0.00","0.00","17857.96","0.04","17858.00","17858.00","0.00","","Wednesday, 20 November 2024 06:56:18 PM","0.00"
"10381","INV-2024-10381                ","2024-11-20 00:00:00","Exclusive           ","32","0","19328.78","1739.59","1739.59","0.00","0.00","0.00","22807.96","0.04","22808.00","22808.00","0.00","","Wednesday, 20 November 2024 07:00:56 PM","0.00"
"10382","INV-2024-10382                ","2024-11-20 00:00:00","Exclusive           ","31","0","10023.72","902.13","902.13","0.00","0.00","0.00","11827.98","0.02","11828.00","11828.00","0.00","","Wednesday, 20 November 2024 07:02:58 PM","0.00"
"10383","INV-2024-10383                ","2024-11-20 00:00:00","Exclusive           ","46","0","5245.07","472.05","472.05","0.00","0.00","123.78","6189.17","-0.17","6065.22","6065.22","0.00","","Sunday, 24 November 2024 06:30:48 PM","0.00"
"10384","INV-2024-10384                ","2024-11-20 00:00:00","Exclusive           ","45","0","73207.56","6588.68","6588.68","0.00","0.00","1727.70","86384.92","0.08","84657.30","84657.30","0.00","","Wednesday, 20 November 2024 07:12:48 PM","0.00"
"10385","INV-2024-10385                ","2024-11-20 00:00:00","Exclusive           ","9","0","22995.63","2069.61","2069.61","0.00","0.00","542.70","27134.85","0.15","26592.30","26592.30","0.00","","Wednesday, 20 November 2024 07:14:27 PM","0.00"
"10386","INV-2024-10386                ","2024-11-20 00:00:00","Exclusive           ","9","0","16405.93","1476.53","1476.53","0.00","0.00","4065.39","19358.99","0.01","15293.61","15293.61","0.00","","Wednesday, 20 November 2024 07:15:27 PM","0.00"
"10387","INV-2024-10387                ","2024-11-21 00:00:00","Exclusive           ","45","0","10143.91","912.96","912.96","0.00","0.00","239.40","11969.83","0.17","11730.60","11730.60","0.00","","Wednesday, 20 November 2024 07:17:41 PM","0.00"
"10388","INV-2024-10388                ","2024-11-21 00:00:00","Exclusive           ","42","0","1688.80","152.00","152.00","0.00","0.00","0.00","1992.80","0.20","1993.00","1993.00","0.00","","Wednesday, 20 November 2024 07:30:37 PM","0.00"
"10389","INV-2024-10389                ","2024-11-23 00:00:00","Exclusive           ","6","0","1716.12","154.45","154.45","0.00","0.00","0.00","2025.02","-0.02","2025.00","2025.00","0.00","","Sunday, 24 November 2024 06:53:35 PM","0.00"
"10390","INV-2024-10390                ","2024-11-23 00:00:00","Exclusive           ","9","0","36515.20","3286.36","3286.36","0.00","0.00","1292.64","43087.92","0.08","41795.36","41795.36","0.00","","Friday, 06 December 2024 07:28:49 PM","0.00"
"10391","INV-2024-10391                ","2024-11-24 00:00:00","Exclusive           ","9","0","25925.43","2333.29","2333.29","0.00","0.00","0.00","30592.01","-0.01","30592.00","30592.00","0.00","","Friday, 06 December 2024 08:06:33 PM","0.00"
"10395","INV-2024-10395                ","2024-11-25 00:00:00","Exclusive           ","2","0","5560.15","500.41","500.41","0.00","0.00","393.66","6560.97","0.03","6167.34","6167.34","0.00","","Monday, 25 November 2024 05:14:55 PM","0.00"
"10396","INV-2024-10396                ","2024-11-25 00:00:00","Exclusive           ","2","0","286.06","25.75","25.75","0.00","0.00","0.00","337.56","0.44","338.00","338.00","0.00","","Monday, 25 November 2024 05:16:58 PM","0.00"
"10397","INV-2024-10397                ","2024-11-26 00:00:00","Exclusive           ","32","0","26288.98","2365.99","2365.99","0.00","0.00","0.00","31020.96","0.04","31021.00","31021.00","0.00","","Friday, 29 November 2024 12:41:49 PM","0.00"
"10398","INV-2024-10398                ","2024-11-27 00:00:00","Exclusive           ","9","0","57712.58","5194.14","5194.14","0.00","0.00","2043.03","68100.86","0.14","66057.97","66057.97","0.00","","Friday, 29 November 2024 12:48:27 PM","0.00"
"10399","INV-2024-10399                ","2024-11-27 00:00:00","Exclusive           ","34","0","30757.92","0.00","0.00","5536.42","0.00","0.00","36294.34","-0.34","36294.00","36294.00","0.00","","Wednesday, 27 November 2024 05:16:39 PM","0.00"
"10400","INV-2024-10400                ","2024-11-28 00:00:00","Exclusive           ","2","0","7102.91","639.25","639.25","0.00","0.00","0.00","8381.41","-0.41","8381.00","8381.00","0.00","","Thursday, 28 November 2024 06:22:41 PM","0.00"
"10401","INV-2024-10401                ","2024-11-28 00:00:00","Exclusive           ","2","0","3109.57","279.86","279.86","0.00","0.00","220.14","3669.29","-0.29","3448.86","3448.86","0.00","","Thursday, 28 November 2024 06:24:52 PM","0.00"
"10402","INV-2024-10402                ","2024-11-29 00:00:00","Exclusive           ","2","0","1688.66","151.98","151.98","0.00","0.00","119.58","1992.62","0.38","1873.42","1873.42","0.00","","Friday, 29 November 2024 09:36:19 AM","0.00"
"10403","INV-2024-10403                ","2024-11-29 00:00:00","Exclusive           ","46","0","4393.44","395.41","395.41","0.00","0.00","103.68","5184.26","-0.26","5080.32","5080.32","0.00","","Friday, 29 November 2024 12:56:12 PM","0.00"
"10404","INV-2024-10404                ","2024-11-29 00:00:00","Exclusive           ","45","0","39437.70","3549.40","3549.40","0.00","0.00","930.72","46536.50","-0.50","45605.28","45605.28","0.00","","Friday, 29 November 2024 01:08:33 PM","0.00"
"10405","INV-2024-10405                ","2024-11-29 00:00:00","Exclusive           ","46","0","7894.07","710.47","710.47","0.00","0.00","1956.15","9315.01","-0.01","7358.85","7358.85","0.00","","Friday, 29 November 2024 01:00:27 PM","0.00"
"10406","INV-2024-10406                ","2024-11-29 00:00:00","Exclusive           ","46","0","10948.72","985.39","985.39","0.00","0.00","775.20","12919.50","0.50","12144.80","12144.80","0.00","","Friday, 29 November 2024 01:02:47 PM","0.00"
"10407","INV-2024-10407                ","2024-11-29 00:00:00","Exclusive           ","45","0","5244.39","472.00","472.00","0.00","0.00","371.28","6188.39","-0.39","5816.72","5816.72","0.00","","Friday, 29 November 2024 01:23:23 PM","0.00"
